x,y,u
-0.152,0.879,1.2738939651119636
-0.152,0.899,1.279728191562375
-0.152,0.919,1.2857041419172441
-0.152,0.939,1.291826802136516
-0.152,0.96,1.2984168168866226
-0.152,0.98,1.3048448634370577
-0.152,1.0,1.3114176344056725
-0.131,-1.0,1.1272323882950195
-0.131,-0.98,1.1247824969547242
-0.131,-0.96,1.1230228429977114
-0.131,-0.939,1.1219219724265186
-0.131,-0.919,1.121584156362416
-0.131,-0.899,1.121932250643951
-0.131,-0.879,1.1229529944636942
-0.131,-0.859,1.12462812364969
-0.131,-0.838,1.1270635942912002
-0.131,-0.818,1.1299969356343385
-0.131,-0.798,1.1334928059670415
-0.131,-0.778,1.1375126328904566
-0.131,-0.758,1.1420123050772315
-0.131,-0.737,1.1472011560586706
-0.131,-0.717,1.1525359707262395
-0.131,-0.697,1.158202010733519
-0.131,-0.677,1.1641500914954603
-0.131,-0.657,1.170327596879303
-0.131,-0.636,1.1770081582003045
-0.131,-0.616,1.1835053988688036
-0.131,-0.596,1.1900866374458114
-0.131,-0.576,1.1967099403078185
-0.131,-0.556,1.2033328545973716
-0.131,-0.535,1.2102460219666848
-0.131,-0.515,1.216753118981262
-0.131,-0.495,1.2231537669828572
-0.131,-0.475,1.2294179865108348
-0.131,-0.455,1.2355164128454044
-0.131,-0.434,1.2417151379547882
-0.131,-0.414,1.2473982653023428
-0.131,-0.394,1.2528421915253445
-0.131,-0.374,1.258027580898763
-0.131,-0.354,1.2629313212366213
-0.131,-0.333,1.2677577655057306
-0.131,-0.313,1.27202543488748
-0.131,-0.293,1.275955603417898
-0.131,-0.273,1.279528713964713
-0.131,-0.253,1.2827292634501992
-0.131,-0.232,1.2856721461557605
-0.131,-0.212,1.2880615554569559
-0.131,-0.192,1.2900379632270813
-0.131,-0.172,1.2915888882884654
-0.131,-0.152,1.2927096602313686
-0.131,-0.131,1.2934177982888613
-0.131,-0.111,1.29364627009609
-0.131,-0.091,1.293441778406959
-0.131,-0.071,1.2928112954587863
-0.131,-0.051,1.2917669042120412
-0.131,-0.03,1.2902398173840997
-0.131,-0.01,1.2883962137675533
-0.131,0.01,1.286194996428605
-0.131,0.03,1.2836627892484505
-0.131,0.051,1.2806819054957077
-0.131,0.071,1.2775699498943518
-0.131,0.091,1.2742295929200995
-0.131,0.111,1.2706981697963653
-0.131,0.131,1.267016164202337
-0.131,0.152,1.263035061407667
-0.131,0.172,1.2591779675338044
-0.131,0.192,1.2553026332168187
-0.131,0.212,1.2514506465462671
-0.131,0.232,1.2476683093326417
-0.131,0.253,1.2438160978534476
-0.131,0.273,1.2403052319315928
-0.131,0.293,1.2369888528217374
-0.131,0.313,1.2339036834099415
-0.131,0.333,1.2310870568577017
-0.131,0.354,1.2284520918882682
-0.131,0.374,1.2262823884039031
-0.131,0.394,1.2244686592448926
-0.131,0.414,1.223035874135973
-0.131,0.434,1.2220005685186046
-0.131,0.455,1.2213584820929735
-0.131,0.475,1.2211820554687172
-0.131,0.495,1.2214345552923516
-0.131,0.515,1.222119476506807
-0.131,0.535,1.223234580495108
-0.131,0.556,1.224859775727773
-0.131,0.576,1.2268310417416628
-0.131,0.596,1.2292007204071418
-0.131,0.616,1.231953928184833
-0.131,0.636,1.2350702575913493
-0.131,0.657,1.2387114071480967
-0.131,0.677,1.2425078532787726
-0.131,0.697,1.246600616687174
-0.131,0.717,1.2509695872088642
-0.131,0.737,1.2555914983406644
-0.131,0.758,1.260696064616364
-0.131,0.778,1.2657759977907526
-0.131,0.798,1.2710540232552359
-0.131,0.818,1.2765172048498767
-0.131,0.838,1.2821529963745744
-0.131,0.859,1.2882474374858897
-0.131,0.879,1.2942118042581185
-0.131,0.899,1.3003275585825864
-0.131,0.919,1.3065889895950318
-0.131,0.939,1.3129906730022107
-0.131,0.96,1.3198555344735403
-0.131,0.98,1.3265176809432402
-0.131,1.0,1.3332859473322076
-0.111,-1.0,1.1536136342015935
-0.111,-0.98,1.1515948976217145
-0.111,-0.96,1.1502076725730674
-0.111,-0.939,1.1494225756059866
-0.111,-0.919,1.1493041298549223
-0.111,-0.899,1.1497846879430846
-0.111,-0.879,1.150843885248578
-0.111,-0.859,1.1524591680658953
-0.111,-0.838,1.154723579587243
-0.111,-0.818,1.1573881449972305
-0.111,-0.798,1.1605146723963673
-0.111,-0.778,1.1640656170218213
-0.111,-0.758,1.1680012377907008
-0.111,-0.737,1.1725040874501835
-0.111,-0.717,1.1771019513715586
-0.111,-0.697,1.1819593406978948
-0.111,-0.677,1.1870344278133518
-0.111,-0.657,1.1922857127019681
-0.111,-0.636,1.1979463652982882
-0.111,-0.616,1.203436620848889
-0.111,-0.596,1.2089864690846277
-0.111,-0.576,1.2145614585539013
-0.111,-0.556,1.2201281947514009
-0.111,-0.535,1.2259304714113184
-0.111,-0.515,1.2313860880402856
-0.111,-0.495,1.2367459447496452
-0.111,-0.475,1.2419846410957853
-0.111,-0.455,1.2470772527457015
-0.111,-0.434,1.2522439274688855
-0.111,-0.414,1.2569700841070495
-0.111,-0.394,1.26148587471644
-0.111,-0.374,1.265772365146499
-0.111,-0.354,1.2698109770098043
-0.111,-0.333,1.2737650644182168
-0.111,-0.313,1.277240766929305
-0.111,-0.293,1.2804175494345806
-0.111,-0.273,1.283281113707662
-0.111,-0.253,1.2858172366365372
-0.111,-0.232,1.288115678643502
-0.111,-0.212,1.2899450409992563
-0.111,-0.192,1.2914171812077693
-0.111,-0.172,1.2925244687163044
-0.111,-0.152,1.2932651220705713
-0.111,-0.131,1.2936462691838202
-0.111,-0.111,1.2936345999441015
-0.111,-0.091,1.2932621282459629
-0.111,-0.071,1.2925382048894827
-0.111,-0.051,1.2914753742252785
-0.111,-0.03,1.2900100333882525
-0.111,-0.01,1.288301201240734
-0.111,0.01,1.2863087405804532
-0.111,0.03,1.2840570404384808
-0.111,0.051,1.2814431931981047
-0.111,0.071,1.278746557098763
-0.111,0.091,1.275880950076641
-0.111,0.111,1.2728790634937637
-0.111,0.131,1.2697749387403445
-0.111,0.152,1.2664455271451056
-0.111,0.172,1.263245275709125
-0.111,0.192,1.2600547680796728
-0.111,0.212,1.2569089763224979
-0.111,0.232,1.2538456948465648
-0.111,0.253,1.2507546074826463
-0.111,0.273,1.2479675051904215
-0.111,0.293,1.245365657272005
-0.111,0.313,1.2429806899982048
-0.111,0.333,1.2408409944865848
-0.111,0.354,1.2388870525025237
-0.111,0.374,1.2373296285919602
-0.111,0.394,1.2360899996406751
-0.111,0.414,1.235186309071629
-0.111,0.434,1.2346330777227001
-0.111,0.455,1.2344421506897114
-0.111,0.475,1.2346406339227647
-0.111,0.495,1.235214024480981
-0.111,0.515,1.2361649809793511
-0.111,0.535,1.2374919576753327
-0.111,0.556,1.2392843844251527
-0.111,0.576,1.2413631593982035
-0.111,0.596,1.24379444441372
-0.111,0.616,1.2465663233900741
-0.111,0.636,1.2496642650275067
-0.111,0.657,1.2532506279625533
-0.111,0.677,1.256967162341645
-0.111,0.697,1.2609589498377372
-0.111,0.717,1.2652092097406886
-0.111,0.737,1.2697010171184433
-0.111,0.758,1.2746592278772033
-0.111,0.778,1.279595463622697
-0.111,0.798,1.2847251306545255
-0.111,0.818,1.2900356544853158
-0.111,0.838,1.295515291879616
-0.111,0.859,1.3014370854482495
-0.111,0.879,1.3072266540236286
-0.111,0.899,1.313151401702721
-0.111,0.919,1.319198943955139
-0.111,0.939,1.3253577891478343
-0.111,0.96,1.331928105969768
-0.111,0.98,1.3382650554332824
-0.111,1.0,1.3446594714408466
-0.091,-1.0,1.1789350142132586
-0.091,-0.98,1.1774137298254856
-0.091,-0.96,1.1764294675241656
-0.091,-0.939,1.1759606950939574
-0.091,-0.919,1.176038583876938
-0.091,-0.899,1.176608767142623
-0.091,-0.879,1.177651123893949
-0.091,-0.859,1.179142027301451
-0.091,-0.838,1.1811619959758548
-0.091,-0.818,1.183488883344021
-0.091,-0.798,1.1861790882295602
-0.091,-0.778,1.1892011343046232
-0.091,-0.758,1.1925224262580025
-0.091,-0.737,1.1962945560098375
-0.091,-0.717,1.2001256703922791
-0.091,-0.697,1.204154318520118
-0.091,-0.677,1.2083480345985762
-0.091,-0.657,1.2126741181055962
-0.091,-0.636,1.2173262392453015
-0.091,-0.616,1.2218284749131727
-0.091,-0.596,1.2263715982096564
-0.091,-0.576,1.2309289602889988
-0.091,-0.556,1.235473150980069
-0.091,-0.535,1.240203718948837
-0.091,-0.515,1.2446448724660848
-0.091,-0.495,1.2490013558412745
-0.091,-0.475,1.2532518212835786
-0.091,-0.455,1.257376116739527
-0.091,-0.434,1.2615500748061421
-0.091,-0.414,1.265356503192445
-0.091,-0.394,1.268980391163122
-0.091,-0.374,1.2724067469047682
-0.091,-0.354,1.2756179211810883
-0.091,-0.333,1.2787432484833035
-0.091,-0.313,1.2814704277126192
-0.091,-0.293,1.28394165998273
-0.091,-0.273,1.2861446882776308
-0.091,-0.253,1.288070482701278
-0.091,-0.232,1.289784503738277
-0.091,-0.212,1.2911157059598217
-0.091,-0.192,1.2921496185675396
-0.091,-0.172,1.2928817303570264
-0.091,-0.152,1.2933124755566907
-0.091,-0.131,1.2934417793395057
-0.091,-0.111,1.2932621292165751
-0.091,-0.091,1.2927939889275277
-0.091,-0.071,1.2920461730866544
-0.091,-0.051,1.2910312117230993
-0.091,-0.03,1.289693890426275
-0.091,-0.01,1.2881784829165275
-0.091,0.01,1.28644709741809
-0.091,0.03,1.284521028086597
-0.091,0.051,1.2823141044470854
-0.091,0.071,1.2800631637006055
-0.091,0.091,1.2776935112983863
-0.091,0.111,1.275232162062133
-0.091,0.131,1.2727082358099524
-0.091,0.152,1.2700227010656322
-0.091,0.172,1.2674617730202324
-0.091,0.192,1.2649283080336688
-0.091,0.212,1.262450721388082
-0.091,0.232,1.2600596162430668
-0.091,0.253,1.257671235684689
-0.091,0.273,1.2555420210282466
-0.091,0.293,1.2535813085061964
-0.091,0.313,1.2518124019460368
-0.091,0.333,1.2502587405070673
-0.091,0.354,1.2488815135836013
-0.091,0.374,1.2478315820635577
-0.091,0.394,1.2470523911126028
-0.091,0.414,1.2465598798348916
-0.091,0.434,1.2463640686290687
-0.091,0.455,1.2464878712242053
-0.091,0.475,1.2469268017648392
-0.091,0.495,1.2476826680778526
-0.091,0.515,1.2487567930307482
-0.091,0.535,1.2501482562110997
-0.091,0.556,1.2519463967468802
-0.091,0.576,1.2539748808884195
-0.091,0.596,1.2563035169301915
-0.091,0.616,1.2589242386707438
-0.091,0.636,1.2618255249120789
-0.091,0.657,1.2651604177421538
-0.091,0.677,1.2685995394117344
-0.091,0.697,1.2722801790836087
-0.091,0.717,1.2761890484932967
-0.091,0.737,1.2803116797955025
-0.091,0.758,1.2848567705974057
-0.091,0.778,1.2893745885025587
-0.091,0.798,1.2940640966638353
-0.091,0.818,1.2989118929217567
-0.091,0.838,1.3039045243069087
-0.091,0.859,1.3092873598252799
-0.091,0.879,1.3145338142846885
-0.091,0.899,1.3198824463599679
-0.091,0.919,1.3253181772855047
-0.091,0.939,1.3308235623314497
-0.091,0.96,1.336660384889943
-0.091,0.98,1.34224911323759
-0.091,1.0,1.3478438548453864
-0.071,-1.0,1.20353299820007
-0.071,-0.98,1.2024915595148562
-0.071,-0.96,1.201873040698767
-0.071,-0.939,1.2016652781061359
-0.071,-0.919,1.2018739243559877
-0.071,-0.899,1.2024628638297612
-0.071,-0.879,1.2034120009752107
-0.071,-0.859,1.2047028554208281
-0.071,-0.838,1.2064014479777494
-0.071,-0.818,1.20832312265831
-0.071,-0.798,1.2105158250672337
-0.071,-0.778,1.2129572888248719
-0.071,-0.758,1.2156206147484852
-0.071,-0.737,1.2186287351478329
-0.071,-0.717,1.221669358818803
-0.071,-0.697,1.2248557139734013
-0.071,-0.677,1.2281628239049154
-0.071,-0.657,1.2315658406146663
-0.071,-0.636,1.2352179194618322
-0.071,-0.616,1.2387457890657982
-0.071,-0.596,1.2423010599457112
-0.071,-0.576,1.2458615257960772
-0.071,-0.556,1.249405472222716
-0.071,-0.535,1.2530896204259487
-0.071,-0.515,1.2565421462408777
-0.071,-0.495,1.2599224402909661
-0.071,-0.475,1.2632125626644028
-0.071,-0.455,1.2663960945845234
-0.071,-0.434,1.269607335598496
-0.071,-0.414,1.272524828764688
-0.071,-0.394,1.2752897507308103
-0.071,-0.374,1.277891010057276
-0.071,-0.354,1.2803136298498743
-0.071,-0.333,1.2826544100079904
-0.071,-0.313,1.284679205512921
-0.071,-0.293,1.2864948248125196
-0.071,-0.273,1.2880935923850765
-0.071,-0.253,1.2894685615913384
-0.071,-0.232,1.2906653312142353
-0.071,-0.212,1.2915658238138719
-0.071,-0.192,1.2922315115731444
-0.071,-0.172,1.292660265436411
-0.071,-0.152,1.2928557187548753
-0.071,-0.131,1.2928112954587863
-0.071,-0.111,1.2925382048894822
-0.071,-0.091,1.2920461725668597
-0.071,-0.071,1.291344252579108
-0.071,-0.051,1.2904439202541214
-0.071,-0.03,1.2892977919852824
-0.071,-0.01,1.2880312333367703
-0.071,0.01,1.2866092947342296
-0.071,0.03,1.2850494465850633
-0.071,0.051,1.2832847078606273
-0.071,0.071,1.281502711553814
-0.071,0.091,1.2796441572101636
-0.071,0.111,1.277730100431021
-0.071,0.131,1.2757827273755302
-0.071,0.152,1.2737279109932225
-0.071,0.172,1.2717834767637652
-0.071,0.192,1.269876280958651
-0.071,0.212,1.2680265316937376
-0.071,0.232,1.2662578816609473
-0.071,0.253,1.264510518282412
-0.071,0.273,1.2629723169344373
-0.071,0.293,1.2615769769697172
-0.071,0.313,1.260342924163321
-0.071,0.333,1.2592866915831167
-0.071,0.354,1.2583861453166922
-0.071,0.374,1.2577418716225321
-0.071,0.394,1.2573165207951562
-0.071,0.414,1.2571230783181797
-0.071,0.434,1.2571680261826732
-0.071,0.455,1.257480095243205
-0.071,0.475,1.25803472832552
-0.071,0.495,1.2588432078094203
-0.071,0.515,1.2599066564125836
-0.071,0.535,1.2612251949367144
-0.071,0.556,1.2628806635995566
-0.071,0.576,1.264712640376642
-0.071,0.596,1.2667860913832714
-0.071,0.616,1.2690953872244721
-0.071,0.636,1.2716335061276092
-0.071,0.657,1.2745332852666666
-0.071,0.677,1.277509814795023
-0.071,0.697,1.2806835329668906
-0.071,0.717,1.2840436888231053
-0.071,0.737,1.2875786501744526
-0.071,0.758,1.2914652839887566
-0.071,0.778,1.295319633776671
-0.071,0.798,1.2993093905515807
-0.071,0.818,1.3034232213399533
-0.071,0.838,1.3076448794629554
-0.071,0.859,1.3121796802094732
-0.071,0.879,1.3165792500198388
-0.071,0.899,1.321042638310938
-0.071,0.919,1.3255514698850364
-0.071,0.939,1.3300898022501253
-0.071,0.96,1.3348652734258941
-0.071,0.98,1.339400484923554
-0.071,1.0,1.3439004178551341
-0.051,-1.0,1.227621867402653
-0.051,-0.98,1.2269905043960025
-0.051,-0.96,1.226660509323659
-0.051,-0.939,1.2266275195366847
-0.051,-0.919,1.2268834913627151
-0.051,-0.899,1.2274065736659316
-0.051,-0.879,1.2281817791254386
-0.051,-0.859,1.2291965127460198
-0.051,-0.838,1.2305007060073971
-0.051,-0.818,1.2319545514339545
-0.051,-0.798,1.233596742936019
-0.051,-0.778,1.2354110791790205
-0.051,-0.758,1.237378632078733
-0.051,-0.737,1.2395913861388952
-0.051,-0.717,1.2418190767640012
-0.051,-0.697,1.2441473393808553
-0.051,-0.677,1.2465584730558015
-0.051,-0.657,1.2490334709971078
-0.051,-0.636,1.2516848437898245
-0.051,-0.616,1.2542422123243828
-0.051,-0.596,1.2568139347499965
-0.051,-0.576,1.2593859178063598
-0.051,-0.556,1.2619406338950794
-0.051,-0.535,1.2645908841128475
-0.051,-0.515,1.2670682203842092
-0.051,-0.495,1.269487810837348
-0.051,-0.475,1.2718354111310644
-0.051,-0.455,1.2740987337009235
-0.051,-0.434,1.2763726804275906
-0.051,-0.414,1.2784286675524872
-0.051,-0.394,1.280366238544361
-0.051,-0.374,1.2821780184171965
-0.051,-0.354,1.2838538792897423
-0.051,-0.333,1.2854589017600064
-0.051,-0.313,1.2868323955510366
-0.051,-0.293,1.2880493050174069
-0.051,-0.273,1.2891050900688874
-0.051,-0.253,1.2899944871928908
-0.051,-0.232,1.2907476939431737
-0.051,-0.212,1.2912900750238303
-0.051,-0.192,1.2916632555468932
-0.051,-0.172,1.291866573442512
-0.051,-0.152,1.2919040171425717
-0.051,-0.131,1.2917669042120399
-0.051,-0.111,1.2914753742252785
-0.051,-0.091,1.2910312117230998
-0.051,-0.071,1.2904439202541214
-0.051,-0.051,1.2897211043802774
-0.051,-0.03,1.2888281275380298
-0.051,-0.01,1.2878609307104045
-0.051,0.01,1.2867925108454668
-0.051,0.03,1.2856359177627361
-0.051,0.051,1.2843413981762288
-0.051,0.071,1.2830480871003922
-0.051,0.091,1.281710364631576
-0.051,0.111,1.2803450058727415
-0.051,0.131,1.2789659847742487
-0.051,0.152,1.2775230156487873
-0.051,0.172,1.2761684118818208
-0.051,0.192,1.274850966106403
-0.051,0.212,1.2735847581483304
-0.051,0.232,1.272386807344649
-0.051,0.253,1.271216800991824
-0.051,0.273,1.2702022879471029
-0.051,0.293,1.2692975442938197
-0.051,0.313,1.268516575872279
-0.051,0.333,1.2678706723023805
-0.051,0.354,1.2673486341805826
-0.051,0.374,1.2670107160411552
-0.051,0.394,1.2668364662835778
-0.051,0.414,1.2668344561824647
-0.051,0.434,1.2670085000545348
-0.051,0.455,1.2673868736449694
-0.051,0.475,1.267937609777899
-0.051,0.495,1.2686753802147475
-0.051,0.515,1.2696009936029642
-0.051,0.535,1.2707153986131619
-0.051,0.556,1.2720852703581793
-0.051,0.576,1.2735786625415781
-0.051,0.596,1.275250080619814
-0.051,0.616,1.2770969987455978
-0.051,0.636,1.2791120453028268
-0.051,0.657,1.281402186583003
-0.051,0.677,1.283742093079167
-0.051,0.697,1.2862261546067277
-0.051,0.717,1.2888471470429237
-0.051,0.737,1.2915956029627609
-0.051,0.758,1.2946061195294865
-0.051,0.778,1.2975817055292878
-0.051,0.798,1.3006502373956494
-0.051,0.818,1.3038011675231211
-0.051,0.838,1.3070207876656317
-0.051,0.859,1.3104622375846608
-0.051,0.879,1.3137819332079288
-0.051,0.899,1.3171300566136714
-0.051,0.919,1.3204891740074958
-0.051,0.939,1.323844670827387
-0.051,0.96,1.3273462361460142
-0.051,0.98,1.3306413557845624
-0.051,1.0,1.3338788337816982
-0.03,-1.0,1.2524946233299075
-0.03,-0.98,1.2521941127959413
-0.03,-0.96,1.2520677324384533
-0.03,-0.939,1.2521159222833262
-0.03,-0.919,1.2523273910338144
-0.03,-0.899,1.2526926687416926
-0.03,-0.879,1.253203077285061
-0.03,-0.859,1.2538510671472314
-0.03,-0.838,1.2546688799534012
-0.03,-0.818,1.2555694481883364
-0.03,-0.798,1.256577957570112
-0.03,-0.778,1.2576855161589153
-0.03,-0.758,1.2588811488996705
-0.03,-0.737,1.260220058811485
-0.03,-0.717,1.2615639123639164
-0.03,-0.697,1.2629649770706242
-0.03,-0.677,1.264412665281572
-0.03,-0.657,1.2658954818353032
-0.03,-0.636,1.2674801508020286
-0.03,-0.616,1.2690058393514547
-0.03,-0.596,1.270536426780542
-0.03,-0.576,1.2720638858682467
-0.03,-0.556,1.2735771108203022
-0.03,-0.535,1.275141753387878
-0.03,-0.515,1.2766002844136946
-0.03,-0.495,1.2780187792324114
-0.03,-0.475,1.2793898208195387
-0.03,-0.455,1.280705953421806
-0.03,-0.434,1.2820205135719411
-0.03,-0.414,1.2832023715173615
-0.03,-0.394,1.2843088046363655
-0.03,-0.374,1.2853353027754562
-0.03,-0.354,1.286276823509304
-0.03,-0.333,1.2871679786112071
-0.03,-0.313,1.2879217190617305
-0.03,-0.293,1.2885793941423311
-0.03,-0.273,1.2891385514682128
-0.03,-0.253,1.2895974810930353
-0.03,-0.232,1.2899709367827428
-0.03,-0.212,1.2902230709409017
-0.03,-0.192,1.2903753099206445
-0.03,-0.172,1.290428646938404
-0.03,-0.152,1.290386326814013
-0.03,-0.131,1.2902398173841012
-0.03,-0.111,1.2900100333882525
-0.03,-0.091,1.2896938901519879
-0.03,-0.071,1.2892977919852833
-0.03,-0.051,1.2888281275380287
-0.03,-0.03,1.2882611931895052
-0.03,-0.01,1.2876594979049159
-0.03,0.01,1.2870046393260335
-0.03,0.03,1.2863045334623169
-0.03,0.051,1.285530350905913
-0.03,0.071,1.2847635532343293
-0.03,0.091,1.2839785208940833
-0.03,0.111,1.2831837282980585
-0.03,0.131,1.2823871159176208
-0.03,0.152,1.2815618630581704
-0.03,0.172,1.2807931224003342
-0.03,0.192,1.2800526722391374
-0.03,0.212,1.2793484699784108
-0.03,0.232,1.2786897348499169
-0.03,0.253,1.2780558062944487
-0.03,0.273,1.2775156910729268
-0.03,0.293,1.277045119757184
-0.03,0.313,1.2766514205156418
-0.03,0.333,1.2763414275907297
-0.03,0.354,1.2761130790258834
-0.03,0.374,1.275992200252899
-0.03,0.394,1.275971627772993
-0.03,0.414,1.2760556159359102
-0.03,0.434,1.276246606047391
-0.03,0.455,1.2765662039075474
-0.03,0.475,1.2769850847371524
-0.03,0.495,1.2775174272236378
-0.03,0.515,1.2781636250703698
-0.03,0.535,1.278922882383416
-0.03,0.556,1.2798414505209246
-0.03,0.576,1.280829487438962
-0.03,0.596,1.2819246118415744
-0.03,0.616,1.2831254568219452
-0.03,0.636,1.2844266849137351
-0.03,0.657,1.2858974545233601
-0.03,0.677,1.287391918244714
-0.03,0.697,1.2889711220860987
-0.03,0.717,1.2906301006259846
-0.03,0.737,1.292362378754703
-0.03,0.758,1.2942514247461203
-0.03,0.778,1.296109296988958
-0.03,0.798,1.2980162652369198
-0.03,0.818,1.299964547494871
-0.03,0.838,1.3019439637642132
-0.03,0.859,1.3040465824572947
-0.03,0.879,1.3060612563961058
-0.03,0.899,1.3080782000134583
-0.03,0.919,1.3100858098090147
-0.03,0.939,1.3120738420345546
-0.03,0.96,1.3141281229030886
-0.03,0.98,1.3160406271120832
-0.03,1.0,1.3178981654214352
-0.01,-1.0,1.275819569973017
-0.01,-0.98,1.2757389375256851
-0.01,-0.96,1.2757164372900525
-0.01,-0.939,1.275750851336766
-0.01,-0.919,1.2758388596632575
-0.01,-0.899,1.275977437234756
-0.01,-0.879,1.2761639503077045
-0.01,-0.859,1.2763960393192253
-0.01,-0.838,1.276684623906632
-0.01,-0.818,1.2769995219153027
-0.01,-0.798,1.2773501666012774
-0.01,-0.778,1.2777337375783528
-0.01,-0.758,1.2781466202776175
-0.01,-0.737,1.27860684082453
-0.01,-0.717,1.279067783390117
-0.01,-0.697,1.2795474172929235
-0.01,-0.677,1.2800413265209725
-0.01,-0.657,1.280546562095818
-0.01,-0.636,1.2810851377089325
-0.01,-0.616,1.2816021717184023
-0.01,-0.596,1.282119535267436
-0.01,-0.576,1.2826342017981207
-0.01,-0.556,1.2831423287377899
-0.01,-0.535,1.2836667325116697
-0.01,-0.515,1.2841523998381819
-0.01,-0.495,1.2846235718613814
-0.01,-0.475,1.285076805279856
-0.01,-0.455,1.2855095895543749
-0.01,-0.434,1.2859390815721605
-0.01,-0.414,1.2863227546928635
-0.01,-0.394,1.286679419406034
-0.01,-0.374,1.2870076930325813
-0.01,-0.354,1.2873053021544587
-0.01,-0.333,1.287584051306357
-0.01,-0.313,1.2878156823806686
-0.01,-0.293,1.2880147207636845
-0.01,-0.273,1.2881804542908
-0.01,-0.253,1.2883118429315572
-0.01,-0.232,1.288413601199429
-0.01,-0.212,1.2884748508956
-0.01,-0.192,1.2885042454651925
-0.01,-0.172,1.2885002234872278
-0.01,-0.152,1.288465422340377
-0.01,-0.131,1.2883962137675538
-0.01,-0.111,1.288301201306862
-0.01,-0.091,1.2881784829165275
-0.01,-0.071,1.2880312334102784
-0.01,-0.051,1.2878609307104045
-0.01,-0.03,1.2876594979248852
-0.01,-0.01,1.2874495120348193
-0.01,0.01,1.2872237343257182
-0.01,0.03,1.2869848583931038
-0.01,0.051,1.286723758193327
-0.01,0.071,1.2864674419402318
-0.01,0.091,1.2862069250343238
-0.01,0.111,1.2859458121449159
-0.01,0.131,1.285685848618279
-0.01,0.152,1.2854185455594211
-0.01,0.172,1.285172017321474
-0.01,0.192,1.2849371928571482
-0.01,0.212,1.284715353550707
-0.01,0.232,1.284511649161399
-0.01,0.253,1.2843176706806663
-0.01,0.273,1.2841560656876305
-0.01,0.293,1.2840188425478762
-0.01,0.313,1.2839091022758333
-0.01,0.333,1.2838291970465494
-0.01,0.354,1.2837782663290669
-0.01,0.374,1.2837636505910237
-0.01,0.394,1.283783081746368
-0.01,0.414,1.2838386637165278
-0.01,0.434,1.2839311511308302
-0.01,0.455,1.2840692226344772
-0.01,0.475,1.2842397313711258
-0.01,0.495,1.2844489805622807
-0.01,0.515,1.2846970293857796
-0.01,0.535,1.2849844429128097
-0.01,0.556,1.2853261216925898
-0.01,0.576,1.2856907304592706
-0.01,0.596,1.2860913629475956
-0.01,0.616,1.2865273818550276
-0.01,0.636,1.2869970038474934
-0.01,0.657,1.2875245948017304
-0.01,0.677,1.288057825017079
-0.01,0.697,1.2886190640923658
-0.01,0.717,1.2892052876911257
-0.01,0.737,1.2898147229576422
-0.01,0.758,1.2904762832152068
-0.01,0.778,1.2911229143104699
-0.01,0.798,1.2917834596603233
-0.01,0.818,1.2924547735504381
-0.01,0.838,1.293132840071018
-0.01,0.859,1.2938481799707684
-0.01,0.879,1.294528230217416
-0.01,0.899,1.2952040604210056
-0.01,0.919,1.2958713205694339
-0.01,0.939,1.2965260624819626
-0.01,0.96,1.2971966247150655
-0.01,0.98,1.2978126694216792
-0.01,1.0,1.2984048293954886
0.01,-1.0,1.2987441808722946
0.01,-0.98,1.298808386211724
0.01,-0.96,1.2988167583682022
0.01,-0.939,1.2987648732300276
0.01,-0.919,1.2986620020070567
0.01,-0.899,1.2985083731910787
0.01,-0.879,1.2983064577785477
0.01,-0.859,1.2980594209234495
0.01,-0.838,1.2977537479321881
0.01,-0.818,1.2974223561521219
0.01,-0.798,1.2970549758272394
0.01,-0.778,1.2966555786419605
0.01,-0.758,1.2962275322832788
0.01,-0.737,1.2957502000167527
0.01,-0.717,1.29527384942866
0.01,-0.697,1.2947803465993246
0.01,-0.677,1.2942726376346785
0.01,-0.657,1.293755127611054
0.01,-0.636,1.2932050662835144
0.01,-0.616,1.292678741193037
0.01,-0.596,1.292153509882465
0.01,-0.576,1.2916332050915758
0.01,-0.556,1.2911206358085194
0.01,-0.535,1.2905956580304672
0.01,-0.515,1.2901095379516738
0.01,-0.495,1.2896417491519547
0.01,-0.475,1.2891942498031796
0.01,-0.455,1.2887695595153226
0.01,-0.434,1.2883503078258303
0.01,-0.414,1.2879791672363845
0.01,-0.394,1.2876370140523858
0.01,-0.374,1.2873257243646548
0.01,-0.354,1.287045797215742
0.01,-0.333,1.286787381144498
0.01,-0.313,1.2865752179510515
0.01,-0.293,1.286397873102457
0.01,-0.273,1.2862553677151154
0.01,-0.253,1.2861468858090015
0.01,-0.232,1.2860700409173387
0.01,-0.212,1.28603013253
0.01,-0.192,1.286024301291773
0.01,-0.172,1.2860492009936253
0.01,-0.152,1.2861052104274258
0.01,-0.131,1.2861949964286057
0.01,-0.111,1.286308740513549
0.01,-0.091,1.2864470974180904
0.01,-0.071,1.2866092946593106
0.01,-0.051,1.286792510845466
0.01,-0.03,1.287004639305561
0.01,-0.01,1.2872237343257182
0.01,0.01,1.2874561128503546
0.01,0.03,1.2876990459981685
0.01,0.051,1.2879631580363462
0.01,0.071,1.2882194230621793
0.01,0.091,1.2884775790093241
0.01,0.111,1.2887352670312386
0.01,0.131,1.2889882280156824
0.01,0.152,1.2892466087505028
0.01,0.172,1.2894822500162444
0.01,0.192,1.2897055949628746
